iteration,rho_inner,rho_annulus,rho_inner_env,rho_delta_ie
1,-0.15948494524186088,-0.2618393960192175,-0.06156187520515651,-0.05313180746620512
2,-0.17354003163140458,-0.04267255528035569,-0.15597863388141206,-0.15147265077138847
3,0.11784190265882842,-0.10154874518814716,0.17477843096296736,0.1760168302945301
4,-0.01107099161469368,-0.008907522902927395,0.05293784130583986,0.06244218316373728
5,-0.26389842141386405,0.047655993554355285,-0.319760675599057,-0.3186565605323625
6,-0.2116469219062397,-0.12845035958342035,-0.05545940139058816,-0.04972993942287607
7,-0.1505028199695622,0.07840709020918503,-0.18752051565157704,-0.18376055623526602
8,-0.01902360418966906,-0.03281012204947629,0.04077765509832591,0.03897227775954164
9,0.061726000417773264,-0.08962728656262121,0.13525409567007846,0.1430127420846886
10,-0.01891916087254931,-0.0759899734415565,0.0928650293933335,0.0894183999283817
11,-0.16487123631046519,-0.07536331353883798,-0.07642266718390975,-0.07021575005222165
12,-0.03767419653248187,-0.09571483990331532,0.04212049774700844,0.04984930321387006
13,-0.01645728268329802,0.14201307033511384,-0.07751186177673003,-0.08073468413356806
14,-0.1702426069051953,0.06447136761063531,-0.10997881292709855,-0.12000537137059472
15,-0.016561726000417772,-0.2589149831398645,0.12025901942645695,0.11842380113992418
16,-0.15666497567962756,-0.17462922622422486,0.01281668705798096,0.023126734505087874
17,-0.22397123332637042,-0.08025722896959206,-0.09999701590522514,-0.08883650144728596
18,-0.2214198322938736,-0.0729312762973352,-0.16930261705111752,-0.16937721942048878
19,-0.053176568887827874,-0.006251678553310852,-0.06011458923935423,-0.06550088030795857
20,-0.08779206827608843,-0.08510638297872339,-0.03900211870729014,-0.04138939452717018
21,-0.09550595326907581,-0.014651905344513737,-0.10239921219897942,-0.11448479603712211
22,0.029796186326877735,-0.06268091074572528,0.07467697174062247,0.07161827459640117
23,-0.0366446838351586,-0.012443675211124704,0.04138939452717018,0.042747157649726954
24,-0.12679418698337858,0.06587389215481483,-0.16548297573930945,-0.16063382173017812
25,-0.10523410223508697,-0.42223449016740766,0.15875384202202258,0.15614275909402883
26,-0.1348512428754737,-0.16482647488884242,-0.044731580675002235,-0.045149353943481234
27,0.06981289725761688,-0.22420996090835843,0.17713586583509888,0.16455790635910594
28,-0.21628718928113155,-0.2330876428635373,-0.06065172629882724,-0.0549371848049894
29,-0.20569365283041388,-0.0890901495031482,-0.14026737489182656,-0.138984214138641
30,-0.07770582793709527,-0.07509474500910147,0.07570648443794574,0.07294619677120945
31,-0.0970129211303751,-0.28729372444868845,-0.024290531467279396,-0.028438423204320964
32,-0.024141326728536895,-0.1760019098206559,0.036793888573901104,0.031512040822416515
33,-0.09960908358449463,-0.1485929993136582,-0.014562382501268237,-0.010071319865118914
34,0.05399719495091163,-0.009668467070514159,0.03482438602250007,0.03054221002059025
35,-0.29035242159290975,-0.08958252514099846,-0.19004207573632534,-0.18361135149652347
36,-0.0671719733818746,-0.05438512727164214,-0.13018113455283337,-0.12664498224463608
37,-0.08997045746172896,-0.1426844916594551,0.023634030616812383,0.024051803885291396
38,0.06080093103756974,-0.16126048163289664,0.043358897078571206,0.039584017188385896
39,-0.20940885082510216,-0.25519978514517616,0.04690996986064276,0.04662648085703202
40,-0.24102533496463843,0.02209722180776461,-0.1995314971203485,-0.19177285070573838
41,-0.035719614454955084,-0.09766942198084208,0.007848169257855628,0.006699292769538359
42,0.09055235594282474,-0.23062576467428603,0.17006356121870428,0.17106323296827905
43,-0.15684402136611858,-0.15979827519322012,-0.019560741249142068,-0.020649935841962338
44,0.036092626301811336,-0.18116439378114646,0.11614096863716389,0.13115096535465964
45,-0.08025722896959206,-0.22092745665602337,0.1288830533257736,0.1289725761690191
46,-0.03395899853779356,0.0044463012145265724,-0.031303154188177015,-0.029587299692638236
47,-0.05911491748977946,-0.17331622452329082,0.08395750649040612,0.08364417653904686
48,-0.06957416967562888,-0.2983647160633821,0.08509146250484914,0.09019426456984272
49,-0.03075109665482975,-0.09085076542030975,0.036793888573901104,0.0398227447703739
